kind,subkind,package,file,line,method,type_related,verdict,reachability,detail,review_note,snippet
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,152,,True,,,plain,,"case CInteger lit -> new TypedCInteger(lit.value(), ExprType.one(Type.Primitive.INTEGER));"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,153,,True,,,plain,,"case CString lit -> new TypedCString(lit.value(), ExprType.one(Type.Primitive.STRING));"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,154,,True,,,plain,,"case CBoolean lit -> new TypedCBoolean(lit.value(), ExprType.one(Type.Primitive.BOOLEAN));"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,155,,True,,,plain,,"case CFloat lit -> new TypedCFloat(lit.value(), ExprType.one(Type.Primitive.FLOAT));"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,179,,True,,,plain,,ExprType.one(Type.Primitive.STRICT_TIME));
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,180,,True,,,plain,,case CLatestDate ignored -> new TypedCLatestDate(ExprType.one(Type.Primitive.LATEST_DATE));
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,182,,True,,,,,"case Variable v -> new TypedVariable(v.name(), env.lookup(v.name()).orElseThrow("
comment,default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,212,,False,,,line,,// EXHAUSTIVE over sealed ValueSpecification — no default arm
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,232,,True,LEGITIMATE,UNREACHABLE,,lambda param multiplicity default [1]; the surface grammar requires the multiplicity (ParseException on {p: Person | ...}) so the branch is dead from Pure text,Multiplicity pm = pv.multiplicity() == null
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,251,,True,,,USER,,"throw new TypeInferenceException(""a non-let intermediate"""
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,267,,True,,,USER,,throw new TypeInferenceException(
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,276,,True,,,USER,,"throw new TypeInferenceException(""generic mapping cast ^"""
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,282,,True,,,USER,,"throw new TypeInferenceException(""Unknown type: '"" + fqn"
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,464,applyFunction,True,,,,,List<ValueSpecification> cols = af.parameters().get(1) instanceof PureCollection c
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,512,applyFunction,True,,,,,String classFqn = recv.info().type() instanceof Type.ClassType ct ? ct.fqn()
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,513,applyFunction,True,,,,,: recv.info().type() instanceof Type.GenericType g ? g.rawFqn() : null;
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,515,applyFunction,True,,,,,"&& ctx.findProperty(classFqn, af.function()).orElse(null)"
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,565,applyFunction,True,,,,,"var prop = ctx.findProperty(classFqn, base).orElse(null);"
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,567,applyFunction,True,,,,,&& prop.type() instanceof Type.ClassType pct ? pct.fqn() : null;
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,569,applyFunction,True,,,,,= targetFqn == null ? null
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,686,stripQuotes,False,,,,,af.parameters().get(1) instanceof PureCollection pc
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,770,stripQuotes,False,,,,,&& fr.parameters().get(0) instanceof LambdaFunction inner
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,772,stripQuotes,False,,,,,: op instanceof LambdaFunction direct ? direct : null;
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,773,stripQuotes,False,,,,,String rankFn = rankLam == null ? null : legacyRankName(rankLam);
op,default_arrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,810,isLegacySortKey,True,,,,,default -> null;
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,875,WinCol,False,,,,,&& w.parameters().get(0) instanceof PureCollection wp
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1078,WinCol,True,,,plain,,ExprType.one(Type.Primitive.INTEGER));
throw,INTERNAL_JDK:IllegalStateException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1085,WinCol,True,,,INTERNAL_JDK,,throw new IllegalStateException(
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1113,rowCells,True,SUSPICIOUS,PROVEN-REACHED,,"TDS row cells: mixed element types collapse to ClassType(ANY) instead of the kernel LUB; [Integer,Float] -> Any here but Number in Typer:2464",Type collElem = mixed || elem == null
standin,PlatformTypes.ANY,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1115,rowCells,True,,,null_ternary_then,,com.legend.compiler.element.type.PlatformTypes.ANY)
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1137,renameColumnsDesugar,True,,,,,af.parameters().get(1) instanceof PureCollection pc
throw,USER:SchemaInvariantException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1173,renameColumnsDesugar,False,,,USER,,"throw new SchemaInvariantException(""renameColumns expects"""
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1199,renameColumnsDesugar,True,,,INTERNAL_CUSTOM,,throw new com.legend.error.NotImplementedException(
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1203,renameColumnsDesugar,True,,,,,var en = ctx.findEnum(et.fqn()).orElseThrow(() ->
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1207,renameColumnsDesugar,True,,,USER,,"throw new TypeInferenceException(""enumeration '"" + et.fqn()"
op,isEmpty_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1219,aliasNormalized,False,,,,,&& com.legend.builtin.Pure.nativeFunctionsAt(af.function()).isEmpty()
op,isEmpty_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1253,applyCore,False,,,,,yield ni.className().isEmpty()
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1270,applyCore,True,,,USER,,throw new TypeInferenceException(
op,default_arrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1431,isSchemaErased,True,,,,,default -> null;
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1457,inlineNormalized,True,,,USER,,"throw new TypeInferenceException(""recursive NormalizeRequired function '"""
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1463,inlineNormalized,False,,,,,chosen.body().orElseThrow()));
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1465,inlineNormalized,False,,,USER,,"throw new TypeInferenceException(""NormalizeRequired function '"""
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1518,expandFunctionValuedHelperArgs,True,,,,,return np == null ? af : af.withParameters(np);
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1556,expandFunctionValuedHelperArgs,True,,,,,chosen.body().orElseThrow()));
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1596,alphaRename,False,,,,,"cs.function1() == null ? null : (LambdaFunction) alphaRename(cs.function1()),"
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1597,alphaRename,False,,,,,"cs.function2() == null ? null : (LambdaFunction) alphaRename(cs.function2()),"
op,default_arrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1603,alphaRename,False,,,,,default -> v.mapChildren(this::alphaRename);
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1628,alphaRename,True,,,USER,,"throw new TypeInferenceException(""unknown function '"""
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1646,refineParseDate,True,,,plain,,if (out.type() == com.legend.compiler.element.type.Type.Primitive.DATE
review,type-decision-site,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1652,,True,SUSPICIOUS,UNPROVEN,hand-reviewed,parseDate result type inferred by REGEX over the literal string (DateTime),
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1653,refineParseDate,True,,,plain,,"com.legend.compiler.element.type.Type.Primitive.DATE_TIME,"
review,type-decision-site,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1657,,True,SUSPICIOUS,UNPROVEN,hand-reviewed,parseDate result type inferred by REGEX over the literal string (StrictDate),
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1658,refineParseDate,True,,,plain,,"com.legend.compiler.element.type.Type.Primitive.STRICT_DATE,"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1692,checkWithDeferred,True,,,USER,,"throw new TypeInferenceException(""no overload of '"" + af.function()"
op,isEmpty_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1694,checkWithDeferred,True,,,,,"+ (candidates.isEmpty() ? "" (no candidates at all)"""
catch,RETHROW,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1720,checkWithDeferred,True,,,SchemaInvariantException invariant,,"{ throw invariant; // the program's defect, never a // candidate mismatch — no retry }"
catch,SWALLOWED,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1723,checkWithDeferred,True,,,TypeInferenceException e,,{ if (firstFailure == null) { firstFailure = e; } }
throw,INTERNAL_JDK:IllegalStateException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1766,bindDeferredAndBuild,False,,,INTERNAL_JDK,,"throw new IllegalStateException(""typer bug: lambda"""
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1815,refineDecimalCarrier,True,,,plain,,if (out.type() == com.legend.compiler.element.type.Type.Primitive.DECIMAL
review,type-decision-site,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1818,,True,VIOLATION,PROVEN-REACHED,hand-reviewed,"refineDecimalCarrier hardcodes PrecisionDecimal(38,18) for toDecimal/parseDecimal, contradicting DecimalKindRules which keeps the value scale",
op,notnull_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1883,deferredShapesMatch,False,,,,,cs.function2() != null ? Pure.AGG_COL_SPEC : Pure.FUNC_COL_SPEC);
op,default_arrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1891,deferredShapesMatch,False,,,,,default -> true;
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1932,selectRankedByPresentArgs,True,,,,,argTypes.add(t == null ? null : t.info());
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1949,selectRankedByPresentArgs,False,,,USER,,throw new TypeInferenceException(
op,notnull_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1951,selectRankedByPresentArgs,False,,,,,+ (arityRejection != null
catch,FALLBACK_RETURN,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,1977,lambdaAritiesFit,True,,,TypeInferenceException e,,"{ // a deferred LAMBDA against a non-function, non-variable // param can never type if (raw.get(i) instanceof LambdaFunction) { return false; } continue; }"
catch,SWALLOWED,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2016,lambdaAritiesFit,True,,,TypeInferenceException e,,{ continue; }
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2019,lambdaAritiesFit,True,,,,,LambdaFunction lf = raw.get(i) instanceof LambdaFunction l ? l
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2020,lambdaAritiesFit,False,,,,,: raw.get(i) instanceof PureCollection pc
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2025,lambdaAritiesFit,True,,,,,.findFirst().orElse(null)
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2039,lambdaAritiesFit,True,,,USER,,"throw new TypeInferenceException(""lambda has "" + lam.parameters().size()"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2049,lambdaAritiesFit,True,,,USER,,throw new TypeInferenceException(
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2069,lambdaAritiesFit,True,,,,,paramMult = b.mult(mv.name()).orElse(paramMult);
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2105,lambdaAritiesFit,True,,,USER,,"throw new TypeInferenceException(""only trailing-expression lambda"""
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2183,extractFunctionType,True,,,USER,,"throw new TypeInferenceException(""expected a function-typed parameter, got "" + t.typeName());"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2196,typeFuncColSpec,True,,,USER,,"throw new TypeInferenceException(""expected a mapped column-spec parameter, got """
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2203,typeFuncColSpec,True,,,,,List<ColSpec> specs = vs instanceof ColSpecArray arr ? arr.colSpecs() : List.of((ColSpec) vs);
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2209,typeFuncColSpec,True,,,USER,,throw new TypeInferenceException(
throw,USER:SchemaInvariantException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2213,typeFuncColSpec,True,,,USER,,"throw new SchemaInvariantException(""duplicate column '"" + cs.name() + ""' in ~[…]"");"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2222,typeFuncColSpec,True,,,USER,,"throw new TypeInferenceException(""the column-spec schema slot must be a variable, got """
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2244,typeAggColSpec,True,,,USER,,"throw new TypeInferenceException(""an aggregate column-spec parameter needs <map, reduce, R>, got """
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2249,typeAggColSpec,True,,,,,List<ColSpec> specs = vs instanceof ColSpecArray arr ? arr.colSpecs() : List.of((ColSpec) vs);
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2255,typeAggColSpec,True,,,USER,,"throw new TypeInferenceException(""~"" + cs.name()"
throw,USER:SchemaInvariantException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2259,typeAggColSpec,True,,,USER,,"throw new SchemaInvariantException(""duplicate column '"" + cs.name() + ""' in ~[…]"");"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2270,typeAggColSpec,True,,,USER,,"throw new TypeInferenceException(""the aggregate schema slot must be a variable, got """
catch,SWALLOWED,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2329,functionCandidates,True,,,RuntimeException e,,"{ // an import candidate whose overloads are ALL signature- // broken (tolerant module): it cannot be meant — the // healthy candidates decide, exactly like a broken overload // inside one FQN. Surface it only if NOTHING is healthy. if (fir"
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2355,,True,,,line,,// the simple-name fallback must not leak downstream (the H
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2400,,False,,,line,,// fallback dead — a mangled id naming a function this platform
throw,USER:ResolutionException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2443,classReference,True,,,USER,,"throw new com.legend.error.ResolutionException(""'"" + ref.fullPath()"
op,orElseGet,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2470,collection,True,LEGITIMATE,PROVEN-REACHED,,the empty collection types Nil[0] - the BOTTOM type; correct real-Pure rule,.orElseGet(() -> new Type.ClassType(com.legend.compiler.element.type.PlatformTypes.NIL));
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2482,collection,True,,,,,hi = hi == null || b.upper() == null ? null
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2486,collection,True,,,,,hi = hi == null ? null : hi + 1;
standin,PlatformTypes.ANY,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2562,rowCellRead,True,,,plain,,"com.legend.compiler.element.type.PlatformTypes.ANY),"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2569,rowCellRead,True,,,plain,,"new ExprType(Type.Primitive.STRING,"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2577,columnsMeta,True,,,plain,,ExprType one = ExprType.one(Type.Primitive.STRING);
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2584,columnsMeta,True,,,plain,,"new ExprType(Type.Primitive.STRING,"
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2596,,True,,,javadoc,,"/** Surrounding double quotes are SPELLING, not identity, for the * quote-fallback column match (both sides normalize). */"
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2652,stripColQuotes,True,,,plain,,"new ExprType(Type.Primitive.STRING,"
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2758,accessProperty,True,,,,,"&& ctx.findProperty(ct.fqn(), ap.property()).orElse(null)"
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2811,accessProperty,True,,,,,"var bp = ctx.findProperty(ctv.fqn(), base).orElse(null);"
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2812,accessProperty,True,,,,,String tFqn = bp != null && bp.type() instanceof Type.ClassType bct
op,orElse,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2828,accessProperty,True,,,,,"Property prop = ctx.findProperty(ct.fqn(), ap.property()).orElse(null);"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2849,accessProperty,True,,,USER,,"throw new TypeInferenceException(""class "" + ct.fqn()"
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2870,accessProperty,True,,,,,var cls = ctx.findClass(g.rawFqn()).orElseThrow(() -> new TypeInferenceException(
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2872,accessProperty,True,,,,,"Property prop = ctx.findProperty(g.rawFqn(), ap.property()).orElseThrow(() ->"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2876,accessProperty,True,,,USER,,"throw new TypeInferenceException(""class "" + g.rawFqn() + "" declares """
op,default_arrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2896,accessProperty,True,,,,,"default -> throw new TypeInferenceException(""cannot access '"" + ap.property()"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2896,accessProperty,True,,,USER,,"default -> throw new TypeInferenceException(""cannot access '"" + ap.property()"
op,notnull_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2907,accessProperty,True,,,,,"relColName != null ? relColName : ap.property(),"
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2919,,True,,,javadoc,,"/** Store-declared column lookup: a quoted ""FIRST NAME"" carries its * quotes as identity — exact match wins, then the quote-stripped * fallback; the access adopts the column's own spelling (task #78). */"
op,orElseGet,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2926,relationColumn,True,SUSPICIOUS,UNPROVEN,,"quote-stripped column-name fallback: a read binds to a differently quoted column, adopting that column type",.orElseGet(() -> rel.columns().stream()
op,orElseGet,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2930,relationColumn,True,,,,,.orElseGet(() -> {
review,type-decision-site,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2932,,True,SUSPICIOUS,PROVEN-REACHED,hand-reviewed,"THE TRUST-NAME RULE: any name read over a late-bound schema types Any[0..1] - a type asserted, never derived (deliberate, gated on isLateBound)",
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2934,relationColumn,True,,,USER,,throw new TypeInferenceException(
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2966,enumValue,True,,,,,"var pd = ctx.findProperty(dbCls, ev.value()).orElseThrow("
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2972,enumValue,True,,,,,var en = ctx.findEnum(ev.fullPath()).orElseThrow(() -> new TypeInferenceException(
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,2975,enumValue,True,,,USER,,"throw new TypeInferenceException(""enumeration "" + ev.fullPath()"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3003,annotationType,True,,,USER,,case TypeAnnotation.Wildcard ignored -> throw new TypeInferenceException(
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3008,,True,,,javadoc,,"/** * A named type reference used in a value position ({@code @Integer}, * {@code t:Person[1]|…} branch/parameter declarations). Names are FQN-resolved * by NameResolver in the full pipeline; for primitive short names (the prelude) * we fal"
comment,conservative,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3017,,False,,,javadoc,,"/** Strictness = EMPTY-PRESERVING composition over at least one $this * read. The BANNED set is exactly the constructs that produce a * NON-EMPTY value from an EMPTY input (conditionals, emptiness * tests, reducers over possibly-empty colle"
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3037,annotationType,True,,,,,String fqn = base instanceof Type.ClassType ct ? ct.fqn()
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3038,annotationType,True,,,,,: base instanceof Type.GenericType gt ? gt.rawFqn() : null;
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3040,annotationType,True,,,USER,,throw new TypeInferenceException(
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3064,annotationType,True,,,USER,,throw new TypeInferenceException(
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3071,,True,,,line,,// outright; the BARE name is a fallback AFTER user types (audit
comment,fallback,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3073,,True,,,line,,// shadowed — prelude-fallback ordering).
op,orElseThrow,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3090,annotationType,True,,,,,.orElseThrow(() -> new TypeInferenceException(
comment,default,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3094,,True,,,javadoc,,"/** {@code @Relation<(name:Type[m], …)>}: each column resolves recursively; multiplicity defaults to [1]. */"
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3099,relationShapeType,True,,,USER,,throw new TypeInferenceException(
op,null_ternary,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3102,relationShapeType,True,VIOLATION,PROVEN-REACHED,,an @Relation<(c:T)> column with no multiplicity silently defaults to [1]; cast accepts and re-stamps a [0..1] column -> NULL under [1],Multiplicity m = c.multiplicity() == null
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3112,dateType,True,LEGITIMATE,n/a,plain,"dateType(): precision -> DateTime/StrictDate/Date, derived from the literal",return p.atLeast(PureDateLiteral.Precision.HOUR) ? Type.Primitive.DATE_TIME
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3113,dateType,True,,,ternary_else,,: p == PureDateLiteral.Precision.DAY ? Type.Primitive.STRICT_DATE
standin,Type.Primitive.*,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3114,dateType,True,,,ternary_else,,: Type.Primitive.DATE;
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3120,typedColSpec,True,,,USER,,"throw new TypeInferenceException(""~"" + cs.name()"
standin,empty RelationType,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3135,typedColSpecArray,True,,,plain,,List.of(new Type.RelationType(List.of())))));
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3141,typedColSpecArray,True,,,USER,,"throw new TypeInferenceException(""~"" + cs.name()"
throw,USER:SchemaInvariantException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3145,typedColSpecArray,True,,,USER,,"throw new SchemaInvariantException(""duplicate column '"" + cs.name() + ""' in ~[…]"");"
review,type-decision-site,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3157,,True,LEGITIMATE,n/a,hand-reviewed,"unknownColumn uses the distinguished ""?"" TypeVar, solved by the subset/equality constraints; not a silent concrete type",
throw,USER:TypeInferenceException,com.legend.compiler.spec,com/legend/compiler/spec/Typer.java,3181,decimalType,True,,,USER,,"throw new TypeInferenceException(""decimal literal '"" + value.toPlainString()"
comment,conservative,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,25,,True,,,javadoc,,"/** * Phase G&frac12; &mdash; whole-program &beta;-reduction of user-defined * function calls (the monomorphization family: SQL has no call frame, so * every {@link TypedUserCall} must be spliced into its caller BEFORE the * store resolver "
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,119,inlineBody,True,,,INTERNAL_CUSTOM,,throw new NotImplementedException(
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,129,inlineBody,True,,,,,TypedSpec root = last instanceof TypedLet let
op,default_arrow,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,140,reserveFreshNames,True,,,,,default -> { }
catch,SWALLOWED_EMPTY,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,151,bumpPast,True,,,NumberFormatException ignored,,{ // _iFoo is outside the fresh namespace }
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,177,inlineCall,True,,,INTERNAL_CUSTOM,,"throw new NotImplementedException(""recursion cycle involving "" + shown"
catch,FALLBACK_RETURN,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,213,inlineCall,True,,,NotImplementedException e,,"{ // The body cannot β-reduce (a recursion cycle unwinding one // level, a non-let intermediate statement) — the CALL STANDS // with rewritten args. Channels that can run calls consume it // (host call frames; the plan seam reads postproces"
throw,INTERNAL_CUSTOM:NotImplementedException,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,272,reduceStatements,True,,,INTERNAL_CUSTOM,,"throw new NotImplementedException(""a non-let intermediate statement ("""
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,282,reduceStatements,True,,,,,return last instanceof TypedLet let
throw,INTERNAL_JDK:IllegalStateException,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,290,reduceEval,True,,,INTERNAL_JDK,,"throw new IllegalStateException(""eval arity mismatch after inlining: """
op,instanceof_else_default,com.legend.compiler.spec,com/legend/compiler/spec/UserCallInliner.java,342,rewriteSwitch,True,,,,,yield fn instanceof TypedLambda lam
