# BATCH A - session config, arithmetic, rounding, math, bitwise, null
t.trunc.duck.dec	tm	SELECT date_trunc('decade', TIMESTAMP '2020-05-15 13:45:12')
t.mkdate.duck	tm	SELECT make_date(2020, 5, 15)
t.mkdate.collide	tm	SELECT MAKEDATE(2020, 5)
t.mkdate.c1	tm	SELECT STR_TO_DATE(CONCAT_WS('-',2020,5,15),'%Y-%m-%d')
t.mkdate.c2	tm	SELECT DATE(CONCAT_WS('-',2020,5,15))
t.mkdate.c3	tm	SELECT MAKEDATE(2020,1) + INTERVAL (5-1) MONTH + INTERVAL (15-1) DAY
t.mkts.duck	tm	SELECT make_timestamp(2020,5,15,13,45,CAST(12 AS DOUBLE))
t.mkts.c1	tm	SELECT STR_TO_DATE(CONCAT_WS(' ',CONCAT_WS('-',2020,5,15),CONCAT_WS(':',13,45,12)),'%Y-%m-%d %H:%i:%s')
t.mkts.c2	tm	SELECT TIMESTAMP(CONCAT_WS('-',2020,5,15), CONCAT_WS(':',13,45,12))
t.addint.duck	tm	SELECT DATE '2020-01-15' + to_years(2)
t.addint.c1	tm	SELECT DATE '2020-01-15' + INTERVAL 2 YEAR
t.addint.c2	tm	SELECT DATE_ADD(DATE '2020-01-15', INTERVAL 2 YEAR)
t.addint.expr	tm	SELECT DATE_ADD(DATE '2020-01-15', INTERVAL (1+1) YEAR)
t.addint.mon	tm	SELECT DATE_ADD(DATE '2020-01-31', INTERVAL 1 MONTH)
t.addint.mon.duck	tm	SELECT DATE '2020-01-31' + to_months(1)
t.addint.neg	tm	SELECT DATE_ADD(DATE '2020-01-15', INTERVAL -2 DAY)
t.addint.ms	tm	SELECT DATE_ADD(TIMESTAMP '2020-01-15 00:00:00', INTERVAL 500 MICROSECOND)
t.datediff.duck	tm	SELECT date_diff('day', DATE '2020-01-15', DATE '2020-03-01')
t.datediff.c1	tm	SELECT DATEDIFF(DATE '2020-01-15', DATE '2020-03-01')
t.datediff.c2	tm	SELECT DATEDIFF(DATE '2020-03-01', DATE '2020-01-15')
t.datediff.c3	tm	SELECT TIMESTAMPDIFF(DAY, DATE '2020-01-15', DATE '2020-03-01')
t.datediff.mon.duck	tm	SELECT date_diff('month', DATE '2020-01-15', DATE '2020-03-01')
t.datediff.mon.c3	tm	SELECT TIMESTAMPDIFF(MONTH, DATE '2020-01-15', DATE '2020-03-01')
t.datediff.yr.duck	tm	SELECT date_diff('year', DATE '2019-12-31', DATE '2020-01-01')
t.datediff.yr.c3	tm	SELECT TIMESTAMPDIFF(YEAR, DATE '2019-12-31', DATE '2020-01-01')
t.datediff.hr.duck	tm	SELECT date_diff('hour', TIMESTAMP '2020-01-15 01:59:00', TIMESTAMP '2020-01-15 03:00:00')
t.datediff.hr.c3	tm	SELECT TIMESTAMPDIFF(HOUR, TIMESTAMP '2020-01-15 01:59:00', TIMESTAMP '2020-01-15 03:00:00')
t.datediff.wk.duck	tm	SELECT date_diff('week', DATE '2020-01-15', DATE '2020-03-01')
t.datediff.wk.c3	tm	SELECT TIMESTAMPDIFF(WEEK, DATE '2020-01-15', DATE '2020-03-01')
t.bucket.duck	tm	SELECT time_bucket(to_days(7), TIMESTAMP '2020-05-15 13:45:12', TIMESTAMP '1970-01-01 00:00:00')
t.bucket.c1	tm	SELECT FROM_UNIXTIME(FLOOR(UNIX_TIMESTAMP(TIMESTAMP '2020-05-15 13:45:12') / (7*86400)) * (7*86400))
t.tz.duck	tm	SELECT timezone('America/New_York', TIMESTAMP '2020-05-15 13:45:12')
t.tz.c1	tm	SELECT CONVERT_TZ(TIMESTAMP '2020-05-15 13:45:12','UTC','America/New_York')
t.tz.c2	tm	SELECT CONVERT_TZ(TIMESTAMP '2020-05-15 13:45:12','+00:00','-04:00')
t.tz.count	tm	SELECT COUNT(*) FROM mysql.time_zone_name
t.epochs.duck	tm	SELECT epoch(TIMESTAMP '2020-01-15 00:00:00')
t.epochs.c1	tm	SELECT UNIX_TIMESTAMP(TIMESTAMP '2020-01-15 00:00:00')
t.epochs.c2	tm	SELECT TIMESTAMPDIFF(SECOND, TIMESTAMP '1970-01-01 00:00:00', TIMESTAMP '2020-01-15 00:00:00')
t.epochms.duck	tm	SELECT epoch_ms(TIMESTAMP '2020-01-15 00:00:00')
t.epochms.c1	tm	SELECT UNIX_TIMESTAMP(TIMESTAMP '2020-01-15 00:00:00') * 1000
t.epochms.c2	tm	SELECT CAST(UNIX_TIMESTAMP(TIMESTAMP '2020-01-15 00:00:00.123') * 1000 AS SIGNED)
t.fromepochs.duck	tm	SELECT to_timestamp(1579046400)
t.fromepochs.c1	tm	SELECT FROM_UNIXTIME(1579046400)
t.fromepochms.duck	tm	SELECT epoch_ms(CAST(1579046400123 AS BIGINT))
t.fromepochms.c1	tm	SELECT FROM_UNIXTIME(1579046400123 / 1000)
t.fromepochms.c2	tm	SELECT FROM_UNIXTIME(1579046400123 / 1000.0)
t.dayname.duck	tm	SELECT dayname(DATE '2020-01-15')
t.dayname.c1	tm	SELECT DAYNAME(DATE '2020-01-15')
t.monthname.duck	tm	SELECT monthname(DATE '2020-01-15')
t.monthname.c1	tm	SELECT MONTHNAME(DATE '2020-01-15')
t.lctime	tm	SELECT @@lc_time_names
t.strftime.duck	tm	SELECT strftime(DATE '2020-01-15','%Y/%m/%d')
t.strftime.c1	tm	SELECT DATE_FORMAT(DATE '2020-01-15','%Y/%m/%d')
t.strftime.c2	tm	SELECT DATE_FORMAT(TIMESTAMP '2020-01-15 13:45:12','%Y-%m-%d %H:%i:%s')
t.strftime.duck2	tm	SELECT strftime(TIMESTAMP '2020-01-15 13:45:12','%Y-%m-%d %H:%M:%S')
t.strptime.duck	tm	SELECT strptime('2020-01-15','%Y-%m-%d')
t.strptime.c1	tm	SELECT STR_TO_DATE('2020-01-15','%Y-%m-%d')
t.strptime.bad.duck	tm	SELECT strptime('zzz','%Y-%m-%d')
t.strptime.bad.c1	tm	SELECT STR_TO_DATE('zzz','%Y-%m-%d')
t.zerodate.lit	tm	SELECT DATE '0000-00-00'
t.zerodate.c1	tm	SELECT CAST('0000-00-00' AS DATE)
t.zerodate.c2	tm	SELECT STR_TO_DATE('0000-00-00','%Y-%m-%d')
t.zerodate.c3	tm	SELECT DATE_SUB(DATE '0001-01-01', INTERVAL 1 DAY)
t.datelit	tm	SELECT DATE '2020-01-15'
t.tslit	tm	SELECT TIMESTAMP '2020-01-15 13:45:12'
t.hiredcol	tm	SELECT hired FROM emp WHERE id=1
t.datemath	tm	SELECT DATE '2020-01-15' + 1
t.datemath2	tm	SELECT DATE '2020-01-15' + INTERVAL 1 DAY
# ---- BATCH D iteration
d.re.even135	round	SELECT ROUND_EVEN(0.135, 2)
d.re.dblcol	round	SELECT ROUND(CAST(sal AS DOUBLE)) FROM emp WHERE id=1
d.re.deccol	round	SELECT ROUND(budget) FROM proj WHERE id=1
d.re.he.gen	round	SELECT ROUND(CAST(2.5 AS DOUBLE), 0)
d.re.he.gen2	round	SELECT ROUND(CAST(0.125 AS DOUBLE), 2)
d.hu.gen	round	SELECT ROUND(CAST(2.5 AS DECIMAL(30,10)), 0)
d.hu.gen2	round	SELECT ROUND(CAST(0.125 AS DECIMAL(30,10)), 2)
d.trunc.qtr.c2	tm	SELECT DATE_ADD(TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-01-01 00:00:00')), INTERVAL (QUARTER(TIMESTAMP '2020-05-15 13:45:12')-1) QUARTER)
d.trunc.dec.c1	tm	SELECT TIMESTAMP(CONCAT(YEAR(TIMESTAMP '2026-05-15 13:45:12') DIV 10 * 10,'-01-01 00:00:00'))
d.trunc.sec.duck	tm	SELECT date_trunc('second', TIMESTAMP '2020-05-15 13:45:12.678')
d.trunc.sec.c1	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12.678','%Y-%m-%d %H:%i:%s'))
d.trunc.ms.duck	tm	SELECT date_trunc('millisecond', TIMESTAMP '2020-05-15 13:45:12.678999')
d.trunc.ms.c1	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12.678999','%Y-%m-%d %H:%i:%s.%f'))
d.trunc.wk.ts	tm	SELECT TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%Y-%m-%d 00:00:00')) - INTERVAL WEEKDAY(TIMESTAMP '2020-05-15 13:45:12') DAY
d.dd.mon.bx	tm	SELECT (YEAR(DATE '2020-03-01')*12+MONTH(DATE '2020-03-01')) - (YEAR(DATE '2020-01-15')*12+MONTH(DATE '2020-01-15'))
d.dd.yr.bx	tm	SELECT YEAR(DATE '2020-01-01') - YEAR(DATE '2019-12-31')
d.dd.hr.bx	tm	SELECT TIMESTAMPDIFF(HOUR, TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-01-15 01:59:00','%Y-%m-%d %H:00:00')), TIMESTAMP(DATE_FORMAT(TIMESTAMP '2020-01-15 03:00:00','%Y-%m-%d %H:00:00')))
d.dd.wk2.duck	tm	SELECT date_diff('week', DATE '2020-01-15', DATE '2020-01-20')
d.dd.wk2.c3	tm	SELECT TIMESTAMPDIFF(WEEK, DATE '2020-01-15', DATE '2020-01-20')
d.dd.wk2.bx	tm	SELECT (TO_DAYS(DATE '2020-01-20') - WEEKDAY(DATE '2020-01-20') - (TO_DAYS(DATE '2020-01-15') - WEEKDAY(DATE '2020-01-15'))) DIV 7
d.dd.day.bx	tm	SELECT DATEDIFF(DATE '2020-03-01', DATE '2020-01-15')
d.dd.min.duck	tm	SELECT date_diff('minute', TIMESTAMP '2020-01-15 01:00:30', TIMESTAMP '2020-01-15 01:01:00')
d.dd.min.c3	tm	SELECT TIMESTAMPDIFF(MINUTE, TIMESTAMP '2020-01-15 01:00:30', TIMESTAMP '2020-01-15 01:01:00')
d.ms.duck	tm	SELECT date_part('millisecond', TIMESTAMP '2020-01-15 00:00:01.234')
d.ms.c2	tm	SELECT SECOND(TIMESTAMP '2020-01-15 00:00:01.234')*1000 + MICROSECOND(TIMESTAMP '2020-01-15 00:00:01.234') DIV 1000
d.us.duck	tm	SELECT date_part('microsecond', TIMESTAMP '2020-01-15 00:00:01.234')
d.us.c1	tm	SELECT SECOND(TIMESTAMP '2020-01-15 00:00:01.234')*1000000 + MICROSECOND(TIMESTAMP '2020-01-15 00:00:01.234')
d.bucket.tzfree	tm	SELECT TIMESTAMP '1970-01-01 00:00:00' + INTERVAL (TIMESTAMPDIFF(SECOND, TIMESTAMP '1970-01-01 00:00:00', TIMESTAMP '2020-05-15 13:45:12') DIV (7*86400)) * (7*86400) SECOND
d.epoch.tzfree	tm	SELECT TIMESTAMPDIFF(SECOND, TIMESTAMP '1970-01-01 00:00:00', TIMESTAMP '2020-01-15 00:00:00')
d.epochms.tzfree	tm	SELECT TIMESTAMPDIFF(MICROSECOND, TIMESTAMP '1970-01-01 00:00:00', TIMESTAMP '2020-01-15 00:00:00.123') DIV 1000
d.fromepoch.tzfree	tm	SELECT TIMESTAMP '1970-01-01 00:00:00' + INTERVAL 1579046400 SECOND
d.fromepochms.tzfree	tm	SELECT TIMESTAMP '1970-01-01 00:00:00' + INTERVAL 1579046400123000 MICROSECOND
d.tz.utcconv	tm	SELECT CONVERT_TZ(TIMESTAMP '2020-05-15 13:45:12','SYSTEM','+00:00')
d.tz.named2	tm	SELECT CONVERT_TZ(TIMESTAMP '2020-05-15 13:45:12','+00:00','America/New_York')
d.strf.j.duck	tm	SELECT strftime(DATE '2020-05-15','%j')
d.strf.j.c1	tm	SELECT DATE_FORMAT(DATE '2020-05-15','%j')
d.strf.p.duck	tm	SELECT strftime(TIMESTAMP '2020-05-15 13:45:12','%p')
d.strf.p.c1	tm	SELECT DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%p')
d.strf.pct.duck	tm	SELECT strftime(DATE '2020-05-15','%d%%')
d.strf.pct.c1	tm	SELECT DATE_FORMAT(DATE '2020-05-15','%d%%')
d.strf.M.duck	tm	SELECT strftime(TIMESTAMP '2020-05-15 13:45:12','%M')
d.strf.M.c1	tm	SELECT DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%M')
d.strf.S.c1	tm	SELECT DATE_FORMAT(TIMESTAMP '2020-05-15 13:45:12','%S')
d.strf.B.duck	tm	SELECT strftime(DATE '2020-05-15','%B')
d.strf.B.c1	tm	SELECT DATE_FORMAT(DATE '2020-05-15','%b')
d.strp.hm.c1	tm	SELECT STR_TO_DATE('2020-01-15 13:45:12','%Y-%m-%d %H:%i:%s')
d.strp.ts.c2	tm	SELECT CAST(STR_TO_DATE('2020-01-15','%Y-%m-%d') AS DATETIME)
d.lev.cte1	str	SELECT (SELECT COUNT(*) FROM (SELECT 1) z)
d.typeof.c5	rt	SELECT JSON_TYPE(JSON_EXTRACT(JSON_ARRAY('a'),'$[0]'))
d.typeof.c6	rt	SELECT JSON_TYPE(JSON_QUERY(JSON_ARRAY(1.5),'$'))
d.ascii.final	str	SELECT CONV(HEX(CONVERT('é' USING utf32)),16,10) + 0
d.ascii.ascii	str	SELECT CONV(HEX(CONVERT('A' USING utf32)),16,10) + 0
d.splitpart.guard	str	SELECT IF(9 > CHAR_LENGTH('a,b,c') - CHAR_LENGTH(REPLACE('a,b,c',',','')) + 1, '', SUBSTRING_INDEX(SUBSTRING_INDEX('a,b,c',',',9),',',-1))
d.startswith.bin	str	SELECT (LEFT('ABCDEF', CHAR_LENGTH('abc')) = CAST('abc' AS BINARY))
d.strpos.bin	str	SELECT LOCATE(CAST('bc' AS BINARY),'ABCABC')
d.eq.bin	cfg	SELECT (CAST('abc' AS BINARY) = 'ABC')
d.eq.pad	cfg	SELECT (CAST('abc' AS BINARY) = 'abc ')
d.regexp.bin	rx	SELECT (CAST('ABC' AS BINARY) REGEXP 'abc')
d.regexp.ci	rx	SELECT (CAST('ABC' AS BINARY) REGEXP '(?i)abc')
# ---- SESSION MUTATION - everything after this runs under changed settings
z.set.tz	setup	SET SESSION time_zone = '+00:00'
z.epoch.after	tm	SELECT UNIX_TIMESTAMP(TIMESTAMP '2020-01-15 00:00:00')
z.fromepoch.after	tm	SELECT FROM_UNIXTIME(1579046400)
z.now.after	tm	SELECT NOW()
z.set.mode	setup	SET SESSION sql_mode = 'ANSI_QUOTES,PIPES_AS_CONCAT,STRICT_TRANS_TABLES,NO_BACKSLASH_ESCAPES,NO_ZERO_DATE,NO_ZERO_IN_DATE'
z.dq.after	cfg	SELECT "name" FROM emp WHERE id=1
z.dqlit.after	cfg	SELECT LENGTH("abc")
z.pipes.after	cfg	SELECT 'a' || 'b'
z.pipes.null	cfg	SELECT ('a' || NULL) IS NULL
z.bslash.after	cfg	SELECT LENGTH('\\')
z.zerodate.after	tm	SELECT CAST('0000-00-00' AS DATE)
z.strcmp.after	cfg	SELECT ('abc' = 'ABC')
z.div.after	arith	SELECT 1 / 0
z.set.coll	setup	SET SESSION collation_connection = 'utf8mb4_bin'
z.strcmp.bin	cfg	SELECT ('abc' = 'ABC')
z.pad.bin	cfg	SELECT ('abc' = 'abc ')
z.strpos.bin	cfg	SELECT INSTR('ABC','bc')
z.regexp.bin	cfg	SELECT ('ABC' REGEXP 'abc')
z.greatest.bin	cfg	SELECT GREATEST('a','B')
z.set.nopad	setup	SET SESSION collation_connection = 'utf8mb4_nopad_bin'
z.pad.nopad	cfg	SELECT ('abc' = 'abc ')
z.set.divprec	setup	SET SESSION div_precision_increment = 30
z.div.prec	arith	SELECT 1 / 3
z.div.prec2	arith	SELECT ((1.0 * 7) / 2)
# ---- BATCH E final (NOTE: runs under mutated session from batch Z)
e.cte.inscalar	str	SELECT (WITH RECURSIVE t(i) AS (SELECT 1 UNION ALL SELECT i+1 FROM t WHERE i<5) SELECT MAX(i) FROM t)
e.lev.dp	str	SELECT (WITH RECURSIVE cte(i,j,d) AS (SELECT 0,0,0 UNION ALL SELECT i+1,0,i+1 FROM cte WHERE i<6) SELECT MAX(d) FROM cte)
e.lev.corr	str	SELECT name, (WITH RECURSIVE t(i) AS (SELECT 1 UNION ALL SELECT i+1 FROM t WHERE i<CHAR_LENGTH(e.name)) SELECT COUNT(*) FROM t) FROM emp e WHERE id=1
e.bitagg.and	bit	SELECT BIT_AND(id) FROM emp
e.bitagg.2arg	bit	SELECT BIT_AND(12,10)
e.rw.left	cfg	SELECT 1 AS `left`
e.rw.left2	cfg	SELECT 1 AS "left"
e.ignspace	cfg	SELECT COUNT (*) FROM emp
e.zerodate.ins	tm	INSERT INTO emp VALUES (99,'zed',NULL,NULL,'0000-00-00',NULL)
e.zerodate.read	tm	SELECT hired FROM emp WHERE id=99
e.jsontable	tm	SELECT v FROM JSON_TABLE('[7]','$[*]' COLUMNS (v INT PATH '$')) jt
e.concatws.nullsep	str	SELECT CONCAT_WS(NULL,'a','b')
e.greatest.gen	null	SELECT GREATEST(1,COALESCE(NULL,1),3)
e.instr.empty	str	SELECT INSTR('abc','')
e.instr.empty.duck	str	SELECT strpos('abc','')
e.substr.negzero	str	SELECT SUBSTRING('abcdef',1,0)
e.dd.hr.trunc	tm	SELECT TIMESTAMPDIFF(HOUR, TIMESTAMP '2020-01-15 01:00:00', TIMESTAMP '2020-01-15 03:00:00')
e.pow.neg	math	SELECT POWER(-8, 1e0/3e0)
e.mod.dblneg	arith	SELECT MOD(-7e0, 3)
e.div.castdbl	arith	SELECT (CAST(1 AS DOUBLE) * 7) / 2
e.div.castdbl2	arith	SELECT (1e0 * 1) / 3
f.shr.neg.duck	bit	SELECT (-8 >> 1)
f.shr.neg.c1	bit	SELECT CAST((-8 >> 1) AS SIGNED)
f.shr.neg.c2	bit	SELECT CAST(FLOOR(-8 / POWER(2,1)) AS SIGNED)
f.shr.pos.c2	bit	SELECT CAST(FLOOR(256 / POWER(2,4)) AS SIGNED)
f.shl.neg.c2	bit	SELECT CAST((-1 * POWER(2,1)) AS SIGNED)
f.hu.dec65	round	SELECT ROUND(CAST(2.5 AS DECIMAL(38,10)), 0)
f.hu.dec65b	round	SELECT ROUND(CAST(0.125 AS DECIMAL(38,10)), 2)
f.he.dbl.col	round	SELECT ROUND(CAST(budget AS DOUBLE), 0) FROM proj WHERE id=2
f.he.dbl.duck	round	SELECT ROUND_EVEN(CAST(budget AS DOUBLE), 0) FROM proj WHERE id=2
f.hash.signed	rt	SELECT CAST(CONV(SUBSTRING(MD5('abc'),1,16),16,10) AS SIGNED)
f.ascii.signed	str	SELECT CAST(CONV(HEX(CONVERT('é' USING utf32)),16,10) AS SIGNED)
f.parseint.strict	null	SELECT CAST('12abc' AS SIGNED)
f.trunc.day.cast	tm	SELECT CAST(TIMESTAMP '2020-05-15 13:45:12' AS DATE)
f.regexpsubstr.args	rx	SELECT REGEXP_SUBSTR('a1b22','[0-9]+',2)
f.regexpinstr.args	rx	SELECT REGEXP_INSTR('a1b22','[0-9]+',3)
