bucket,status,family,test,file,line,detail
2. EXECUTION-PLAN subsystem,SHAPE,executionPlan/tests,testRelationalProjectionWithExternalFormat,executionPlan/tests/executionPlanTest.pure,2647,"assert form 'assertEquals/2' is not supported yet — plan wall: unknown function 'meta::external::format::shared::transformation::tests::exampleExternalFormatExtension' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
2. EXECUTION-PLAN subsystem,SHAPE,executionPlan/tests,testSQLCommentsInPlan,executionPlan/tests/executionPlanTest.pure,2518,assert form 'assertEquals/2' is not supported yet — plan wall: class meta::relational::mapping::SQLExecutionNode has no property 'sqlComment'
2. EXECUTION-PLAN subsystem,ERROR,executionPlan/tests,testSupportStreamFlagFromSimple,executionPlan/tests/executionPlanTest.pure,2509,plan walk: executionPlan argument shapes pending
2. EXECUTION-PLAN subsystem,ERROR,executionPlan/tests,testSupportStreamFlagWithGraphFetchAndFrom,executionPlan/tests/executionPlanTest.pure,2546,"graphFetch expects (classCollection, #{Class{…}}#)"
2. EXECUTION-PLAN subsystem,FAIL,executionPlan/tests,testTemporalDateVariableInFunctionExpression,executionPlan/tests/executionPlanTest.pure,2106,"assertEquals: expected select ""productclassificationtable_0"".type as ""classificationType"" from ProductTable as ""root"" left outer join ProductClassificationTable as ""productclassificationtable_0"" on (""root"".type = ""productclassificationtable_0"".type and ""productclassificationtable_0"".from_z <= dateadd(DAY, 1, '${bd}') and ""productclassificationtable_0"".thru_z > dateadd(DAY, 1, '${bd}')) where ""root"
2. EXECUTION-PLAN subsystem,FAIL,executionPlan/tests,testTemporalDateVariableInFunctionExpressionWithPropagation,executionPlan/tests/executionPlanTest.pure,2119,"assertEquals: expected select ""productexchangetable_0"".name as ""exchangeName"" from ProductTable as ""root"" left outer join ProductClassificationTable as ""productclassificationtable_0"" on (""root"".type = ""productclassificationtable_0"".type and ""productclassificationtable_0"".from_z <= dateadd(DAY, 1, '${bd}') and ""productclassificationtable_0"".thru_z > dateadd(DAY, 1, '${bd}')) left outer join (select"
2. EXECUTION-PLAN subsystem,FAIL,executionPlan/tests,testTwoMappingsOneRuntime,executionPlan/tests/executionPlanTest.pure,1961,"assertEquals: expected Relational\n(\n type = TDS[(legalName, String, VARCHAR(200), """"), (legalNameSimple, String, VARCHAR(200), """"), (legalNameALT, String, VARCHAR(200), """")]\n resultColumns = [(""legalName"", VARCHAR(200)), (""legalNameSimple"", VARCHAR(200)), (""legalNameALT"", VARCHAR(200))]\n sql = select ""persontable_0"".""legalName"" as ""legalName"", ""persontable_0"".""legalNameSimple"" as ""legalNameSim"
2. EXECUTION-PLAN subsystem,FAIL,executionPlan/tests,testTwoMappingsOneRuntimeWithoutExternalMapping,executionPlan/tests/executionPlanTest.pure,1976,"assertEquals: expected Relational\n(\n type = TDS[(legalName, String, VARCHAR(200), """"), (legalNameSimple, String, VARCHAR(200), """"), (legalNameALT, String, VARCHAR(200), """")]\n resultColumns = [(""legalName"", VARCHAR(200)), (""legalNameSimple"", VARCHAR(200)), (""legalNameALT"", VARCHAR(200))]\n sql = select ""persontable_0"".""legalName"" as ""legalName"", ""persontable_0"".""legalNameSimple"" as ""legalNameSim"
2. EXECUTION-PLAN subsystem,SHAPE,executionPlan/tests,testViewToTDS,executionPlan/tests/executionPlanTest.pure,2450,assert form 'assertEquals/2' is not supported yet — plan wall: in function 'meta::pure::tds::viewToTDS': class 'meta::relational::mapping::TableTDS' has no property 'store'
2. EXECUTION-PLAN subsystem,ERROR,executionPlan/tests,withPlatform,executionPlan/tests/executionPlanTest.pure,1673,collection reduction 'STRING_AGG' reached a dialect without a list encoding
2. EXECUTION-PLAN subsystem,SHAPE,functions/tests,testFilterLimitInSequenceForTableAccessor,functions/tests/testSliceTakeLimitDrop.pure,119,assert form 'assertEquals/2' is not supported yet — plan wall: planToString: no getAll root (multi-node plans pending)
2. EXECUTION-PLAN subsystem,FAIL,functions/tests,testIsEmptyOnCollection,functions/tests/testIsEmpty1.pure,87,"assertEquals: expected Sequence(type=TDS[(name,String,VARCHAR(200),"""")](FunctionParametersValidationNode(functionParameters=[input:String[*]])Relational(type=TDS[(name,String,VARCHAR(200),"""")]resultColumns=[(""name"",VARCHAR(200))]sql=select""root"".LEGALNAMEas""name""fromfirmTableas""root""where(${collectionSize(input![])})=0connection=TestDatabaseConnection(type=""H2"")))), got Sequence(type=TDS[(name,Str"
2. EXECUTION-PLAN subsystem,SHAPE,functions/tests,testLimitFilterInSequenceForTableAccessor,functions/tests/testSliceTakeLimitDrop.pure,111,assert form 'assertEquals/2' is not supported yet — plan wall: planToString: no getAll root (multi-node plans pending)
2. EXECUTION-PLAN subsystem,FAIL,functions/tests,testSortByLambdaAndGraphFetchDeep,functions/tests/testSort.pure,89,"assertJsonStringsEqual: FIRST DIFF at $[0].address expected null, got {name=Hoboken} | expected [{address=null}, {address={name=Hoboken}}, {address={name=Hong Kong}}, {address={name=New York}}, {address={name=New York}}, {address={name=New York}}, {addr..., got [{address={name=Hoboken}}, {address={name=Hong Kong}}, {address={name=New York}}, {address={name=New York}}, {address={name=New York}}, {a"
2. EXECUTION-PLAN subsystem,FAIL,functions/tests/projection,testFilterAfterJoinInRelationWithExtendedPrimitives,functions/tests/projection/testFilter.pure,155,"assertEquals: expected Relational(type=TDS[(name,meta::relational::tests::model::simple::ExtendedString,VARCHAR(200),""""),(employeeName,meta::relational::tests::model::simple::ExtendedString,VARCHAR(200),"""")]resultColumns=[(""name"",VARCHAR(200)),(""employeeName"",VARCHAR(200))]sql=select""root"".LEGALNAMEas""name"",""persontable_0"".FIRSTNAMEas""employeeName""fromfirmTableas""root""leftouterjoinpersonTableas""pe"
2. EXECUTION-PLAN subsystem,SHAPE,graphFetch/domain,testGraphFetch,graphFetch/domain/domainManagementTests.pure,53,assert form 'assertEquals/2' is not supported yet — plan wall: in function 'meta::pure::graphFetch::domain::extractDomainTypeClassFromFunction': class meta::pure::metamodel::function::FunctionDefinition has no property 'expressionSequence'
2. EXECUTION-PLAN subsystem,FAIL,graphFetch/tests,testCheckedWithCircularConstraints,graphFetch/tests/testSimpleRelationalGraphFetch.pure,1319,"assertJsonStringsEqual: FIRST DIFF at $[2].defects expected 1 element(s), got 0 | expected [{defects=[], value={firstName=Peter, firm={legalName=Firm Y}}}, {defects=[], value={firstName=John, firm={legalName=Firm Y}}}, {defects=[{path=[{propertyNam..., got [{defects=[], value={firstName=Peter, firm={legalName=Firm Y}}}, {defects=[], value={firstName=John, firm={legalName=Firm Y}}}, {defects=[], va"
2. EXECUTION-PLAN subsystem,SHAPE,graphFetch/tests,testCrossStoreGraphFetchWithRelationalDatePropagationForMilestonedPropertyConstraint,graphFetch/tests/testCrossStoreGraphFetchMilestoning.pure,263,no execute(|...) call [calls meta::legend] — wall: unbound variable '$collection'
2. EXECUTION-PLAN subsystem,SHAPE,graphFetch/tests,testCrossStoreGraphFetchWithRelationalDatePropagationForMilestonedPropertyZeroToOne,graphFetch/tests/testCrossStoreGraphFetchMilestoning.pure,495,no execute(|...) call [calls meta::legend] — wall: unbound variable '$collection'
2. EXECUTION-PLAN subsystem,SHAPE,graphFetch/tests,testCrossStoreWithCSVDataSource,graphFetch/tests/testCrossStoreGraphFetch.pure,986,"assert form 'assertEquals/2' is not supported yet — plan wall: from() argument 2 must be a mapping or runtime reference, got TypedCopyInstance"
2. EXECUTION-PLAN subsystem,FAIL,graphFetch/tests,testMilestonedProperty,graphFetch/tests/testGraphFetchMilestoning.pure,70,"assertEquals: expected PureExp\n(\n type = String\n expression = -> serialize(#{meta::relational::tests::milestoning::Order {id, product(2015-10-16) {name, type, classificationTypeStr()}}}#)\n (\n StoreMappingGlobalGraphFetch\n (\n type = PartialClass[impls=[(meta::relational::tests::milestoning::Order | milestoningmap.meta_relational_tests_milestoning_Order)], propertiesWithParameters = [id, prod"
2. EXECUTION-PLAN subsystem,SHAPE,milestoning/tests,testBusinessDatePropagationInColFunction_asQueryParam,milestoning/tests/testBusinessDateMilestoning.pure,618,assert form 'assertEqualsH2Compatible/3' is not supported yet — plan wall: no overload of 'cast' matches 2 argument(s) of these shapes — candidates: [meta::pure::functions::lang::cast/2]
2. EXECUTION-PLAN subsystem,FAIL,milestoning/tests,testExecutionPlanForQueryWithVariableRundateWithinLambda,milestoning/tests/testBusinessDateMilestoning.pure,716,assertEquals: expected Sequence\n(\n type = Class[impls=(meta::relational::tests::milestoning::Product | milestoningmap.meta_relational_tests_milestoning_Product)]\n as meta::relational::tests::milestoning::Product\n resultSizeRange = *\n (\n Allocation\n (\n type = StrictDate\n resultSizeRange = 1\n name = date\n value = \n (\n Constant\n (\n type = StrictDate\n resultSizeRange = 1\n values=[2015
2. EXECUTION-PLAN subsystem,SHAPE,modelJoins,testModelJoinForNonRelationalConcepts,modelJoins/testModelJoinsToRelationalJoins.pure,119,assert form 'assertEquals/2' is not supported yet — plan wall: in function 'meta::external::store::relational::modelJoins::test::getNoStoreRuntime': class 'meta::core::runtime::EngineRuntime' has no property 'preprocessFunction'
2. EXECUTION-PLAN subsystem,SHAPE,modelJoins,testPersonToFirmUsingFromProject,modelJoins/testModelJoinsToRelationalJoins.pure,127,assert form 'assertEquals/2' is not supported yet — plan wall: plan walk: executionPlan argument shapes pending
2. EXECUTION-PLAN subsystem,SHAPE,modelJoins,testPersonToFirmUsingProject,modelJoins/testModelJoinsToRelationalJoins.pure,74,no verifying assertions
2. EXECUTION-PLAN subsystem,SHAPE,tds/tests,testExecutionPlanGeneration,tds/tests/testCanRouteWrappedFunctions.pure,28,"assert form 'assertEquals/2' is not supported yet — plan wall: no overload of 'meta::pure::functions::relation::over' structurally matches the argument types (ExprType[type=GenericType[rawFqn=meta::pure::metamodel::relation::ColSpec, arguments=[RelationType[columns=[Column[name=firstName, type=TypeV"
2. EXECUTION-PLAN subsystem,SHAPE,testDataGeneration/tests,testAlloyTestDatGenWithQuotedColumnsForViews,testDataGeneration/tests/testDataGeneration.pure,3113,assert form 'assertEquals/2' is not supported yet — testDataGen: view-backed relation 'AltID_View' — view slice pending
2. EXECUTION-PLAN subsystem,SHAPE,testDataGeneration/tests,testErrorDueToNoSeedForRoot,testDataGeneration/tests/testDataGeneration.pure,2338,assert form 'assertEquals/2' is not supported yet — testDataGen plan: no row identifiers for root 'Person'
2. EXECUTION-PLAN subsystem,SHAPE,tests,testResultToJsonStream,tests/relationalSetUp.pure,1557,no execute(|...) call — wall: class 'meta::pure::tds::TDSColumn' has no property 'type'
2. EXECUTION-PLAN subsystem,ERROR,tests/advanced,relationalResultSourcingOfListExecutionPlan,tests/advanced/testRelationalResultSourcing.pure,56,UNNEST reached a dialect without an unnest placement
2. EXECUTION-PLAN subsystem,SHAPE,tests/mapping/union,testEnumFilterWithUnionMappingPlanGeneration,tests/mapping/union/testUnion.pure,392,assert form 'assertEquals/2' is not supported yet — plan wall: plan: alias 't2' not resolvable to a table (Subselect)
2. EXECUTION-PLAN subsystem,FAIL,tests/query,testDefaultProjectionIsNullSafe,tests/query/testLegacyNullUnsafeEquals.pure,38,assert did not hold (false)
2. EXECUTION-PLAN subsystem,FAIL,tests/query,testLegacyFlagRestoresOptionalParamFreeMarkerSelector,tests/query/testLegacyNullUnsafeEquals.pure,55,assert did not hold (false)
2. EXECUTION-PLAN subsystem,ERROR,tests/query,testPushDownProjectWithParameter,tests/query/testWithEnumPushDown.pure,41,"unknown function 'meta::json::parseJSON' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
3. ENGINE METAMODEL SURFACE (missing class/property),SHAPE,lineage/scanRelations,testUnionWithJoinToOneTable,lineage/scanRelations/scanRelationsTests.pure,290,scanRelations: scanRelations: property 'employees' has no property mapping in set 'meta::relational::tests::model::simple::Firm'
3. ENGINE METAMODEL SURFACE (missing class/property),SHAPE,tests,testExtractDBsWithSubstituition,tests/testRelationalExtension.pure,383,no execute(|...) call [calls meta::relational::runtime] — wall: in function 'meta::relational::runtime::extractDBs': class meta::pure::mapping::Mapping has no property 'includes'
3. ENGINE METAMODEL SURFACE (missing class/property),ERROR,tests/mapping/enumeration,testEnumInRelation,tests/mapping/enumeration/testEnumerationMapping.pure,133,class meta::pure::metamodel::relation::TDS has no property 'csv'
4. SQL-TEXT GOLDEN ONLY (advisory),SHAPE,functions/tests,testBuildFilterWithValueThatCanBeNullPlanSql,functions/tests/testFilters.pure,217,"sql-only: 1 advisory golden-SQL assert(s), no row verification"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,functions/tests,testGroupByWithJoinDB2,functions/tests/testModelGroupBy.pure,1014,"assertEquals: expected select ""root"".LEGALNAME as ""legalName"", ""personTable_d#4_d_m1"".FIRSTNAME as ""employeesFirstName"", sum(1) as ""sum"" from firmTable as ""root"" left outer join personTable as ""personTable_d#4_d_m1"" on (""root"".ID = ""personTable_d#4_d_m1"".FIRMID) group by ""root"".LEGALNAME,""personTable_d#4_d_m1"".FIRSTNAME, got select ""root"".LEGALNAME as ""legalName"", ""persontable_0"".FIRSTNAME as ""emp"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,functions/tests/projection,testMostRecentDayOfWeek,functions/tests/projection/testDateFilters.pure,123,"assertEquals: expected select ""root"".tradeDate as ""date"" from tradeTable as ""root"" where ""root"".tradeDate = dateadd(day, case when (2 - extract(dow from cast(now() as date))) > 0 then (2 - extract(dow from cast(now() as date))) - 7 else 2 - extract(dow from cast(now() as date)) end, cast(now() as date)), got select ""root"".tradeDate as ""date"" from tradeTable as ""root"" where ""root"".tradeDate = datea"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,functions/tests/projection,testVariableReferenceWithNestedFilterMultiple,functions/tests/projection/testFunctionVariables.pure,138,"h2-advisory divergence: golden SQL on H2 gave 7 row(s) [Allen|<null>, Harris|<null>, Hill|<null>, Hill|<null>, Johnson|<null>], our pipeline gave 15 row(s) [Allen|New York, Allen|New York, Allen|New York, Harris|<null>, Hill|<null>]"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testDateFunctionInMilestonedProperty,milestoning/tests/testBusinessDateMilestoning.pure,927,"sql-text: expected select ""root"".id as ""orderId"", ""ProductTable_d#7_l_d_m2_r"".name as ""stockProductName"" from OrderTable as ""root"" left outer join StockProductTable as ""StockProductTable_d#7_d_m2"" on (""root"".prodFk = ""StockProductTable_d#7_d_m2"".id and ""StockProductTable_d#7_d_m2"".from_z <= DATE'2015-01-01' and ""StockProductTable_d#7_d_m2"".thru_z > DATE'2015-01-01') left outer join (select ""Produc"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testDateFunctionInMilestonedPropertyWithMilestonedEntity,milestoning/tests/testBusinessDateMilestoning.pure,939,"sql-text: expected select ""root"".name as ""name"" from ProductTable as ""root"" left outer join ProductClassificationSystemTable as ""ProductClassificationSystemTable_d#5_d#2_m1"" on (""root"".classificationSystemId = ""ProductClassificationSystemTable_d#5_d#2_m1"".id and ""ProductClassificationSystemTable_d#5_d#2_m1"".from_z <= DATE'2015-01-01' and ""ProductClassificationSystemTable_d#5_d#2_m1"".thru_z > DATE'"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testIsolationOfMilestoningFiltersUsedOnIntermediateJoinInOR,milestoning/tests/testMilestoningContextPropagation.pure,175,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""cancelactivitiestable_0"".created_by as ""cancelProductActivityCreatedBy"", '2015-10-16' as ""k_businessDate"" from ProductTable as ""root"" left outer join (select ""cancelactivitiestable_0"".productId as productId, ""cancelactivitiestable_0"".from_z as from_z, ""cancelactivitiestable_0"".thru_z as thru_z, ""newactivityin"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testLatestIgnoredForNonMilestonedMappedBiTemporalClassesAllQuery,milestoning/tests/testLatestDateMilestoning.pure,33,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""root"".type as ""type"" from ProductTableNoMilestoning as ""root"", got select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""root"".type as ""type"", TIMESTAMP'9999-12-31 00:00:00.0000' as ""k_businessDate"", TIMESTAMP'9999-12-31 00:00:00.0000' as ""k_proce"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testLatestIgnoredForNonMilestonedMappedClassesAllQuery,milestoning/tests/testLatestDateMilestoning.pure,26,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".type as ""type"" from ProductTableNoMilestoning as ""root"", got select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".type as ""type"", TIMESTAMP'9999-12-31 00:00:00.0000' as ""k_businessDate"" from ProductTableNoMilestoning as ""root"""
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testLatestMilestoneDateMappedTableDateDoesNotOverrideLatestDateFromChildPropertyInPropogation,milestoning/tests/testMilestoningContextPropagation.pure,306,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""root"".type as ""type"", ""productdescriptiontable_0"".description as ""stockProductName"", ""productclassificationtable_0"".type as ""classificationType"", '9999-12-31T00:00:00.0000+0000' as ""k_businessDate"" from ProductTable as ""root"" left outer join StockProductTable as ""stockproducttable_0"" on"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testLatestMilestoneDatePropogationFromTypeQueryDoesNotOverrideThatSpecifiedAsArgToMilestonedQpInFilter,milestoning/tests/testMilestoningContextPropagation.pure,296,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""root"".type as ""type"", ""productdescriptiontable_0"".description as ""stockProductName"", ""productclassificationtable_0"".type as ""classificationType"", '9999-12-31T00:00:00.0000+0000' as ""k_businessDate"" from ProductTable as ""root"" left outer join StockProductTable as ""stockproducttable_0"" on"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testMilestoningQueryWithMilestoneFilterAndDifferentDatesOnTypeWithLatestDateOnProperty,milestoning/tests/testBusinessDateMilestoning.pure,373,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""root"".type as ""type"", ""productdescriptiontable_0"".description as ""stockProductName"", ""productclassificationtable_0"".type as ""classificationType"", '2015-10-15' as ""k_businessDate"" from ProductTable as ""root"" left outer join StockProductTable as ""stockproducttable_0"" on (""root"".id = ""stoc"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,milestoning/tests,testQueryOfMilestonedTypeUsingLatestWithFilterInMapping,milestoning/tests/testBusinessDateMilestoning.pure,349,"sql-text: expected select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""root"".type as ""type"", '9999-12-31T00:00:00.0000+0000' as ""k_businessDate"" from ProductTable as ""root"" where ""root"".type = 'STOCK' and ""root"".thru_z = TIMESTAMP'9999-12-31 00:00:00.0000', got select ""root"".id as ""pk_0"", ""root"".name as ""pk_1"", ""root"".id as ""id"", ""root"".name as ""name"", ""ro"
4. SQL-TEXT GOLDEN ONLY (advisory),SHAPE,milestoning/tests,testViewChainsWithBusinessDate,milestoning/tests/testBusinessDateMilestoning.pure,241,"no execute(|...) call [calls meta::external::store::relational::tests] — wall: sql-only: 1 advisory golden-SQL assert(s), no row verification"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,postprocessor/tests,testReplaceTablePostProcessorWithExists,postprocessor/tests/testPostProcessor.pure,86,"sql-text: expected select ""root"".ID as ""pk_0"", ""root"".LEGALNAME as ""legalName"" from firmTable as ""root"" left outer join (select distinct ""persontable_1"".FIRMID from differentPersonTable as ""persontable_1"" where ""persontable_1"".FIRSTNAME = 'John') as ""persontable_0"" on (""root"".ID = ""persontable_0"".FIRMID) where ""persontable_0"".FIRMID is not null, got select ""root"".ID as ""pk_0"", ""root"".LEGALNAME as "
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,postprocessor/tests,testReplaceTablePostProcessorWithView,postprocessor/tests/testPostProcessor.pure,95,"sql-text: expected select ""root"".ID as ""pk_0"", ""root"".ID as ""id"", ""root"".quantity as ""quantity"", ""root"".orderDate as ""date"", ""root"".settlementDateTime as ""settlementDateTime"" from orderTable as ""root"" left outer join (select distinct ""salespersontable_1"".ACCOUNT_ID from (select ""salespersontable_1"".ACCOUNT_ID as ACCOUNT_ID, ""personfirmview_0"".firm_name as firm_name from salesPersonTable as ""salesp"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,postprocessor/tests,testReplaceTablesPostProcessor,postprocessor/tests/testPostProcessor.pure,68,"h2-advisory divergence: golden SQL on H2 gave 0 row(s) [], our pipeline gave 7 row(s) [Firm A|Fabrice, Firm B|Oliver, Firm C|David, Firm X|Anthony, Firm X|John]"
4. SQL-TEXT GOLDEN ONLY (advisory),SHAPE,postprocessor/tests,testToSqlStringReplaceTablesPostProcessor,postprocessor/tests/testPostProcessor.pure,77,"no execute(|...) call [calls meta::relational::functions::sqlstring] — wall: sql-only: 1 advisory golden-SQL assert(s), no row verification"
4. SQL-TEXT GOLDEN ONLY (advisory),SHAPE,tds/tests,testParseDate,tds/tests/testTDSExtend.pure,263,no execute(|...) call [calls meta::relational::functions::sqlstring] — wall: store resolution left getAll(meta::relational::tests::model::simple::Person) unresolved — the query shape around it is not supported by the resolver yet [at root > TypedNativeCall > TypedNativeCall > TypedLambda > TypedExte
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,tds/tests,testRestrictDistinct_NoOptimization_WindowColumns,tds/tests/testTDSRestrictDistinct.pure,188,"assertEquals: expected select distinct ""root"".LASTNAME as ""lastName"", ""root"".FIRSTNAME as ""firstName"", sum(""root"".AGE) over (partition by ""root"".FIRSTNAME) as ""sumAge"", max(""root"".AGE) over (partition by ""root"".FIRSTNAME) as ""maxAge"" from personTable as ""root"" left outer join firmTable as ""firmTable_d#6_d#3_m3"" on (""firmTable_d#6_d#3_m3"".ID = ""root"".FIRMID), got select distinct ""root"".LASTNAME as "
4. SQL-TEXT GOLDEN ONLY (advisory),ERROR,tds/tests,testSortQuotes,tds/tests/testSort.pure,173,"unknown function 'enumValues' — no function of this name in the native or user catalog (unported platform function, or a misspelling)"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,tests/advanced,testForcedIsolationFilterOnTop,tests/advanced/testQueryStructure.pure,402,"sql-text: expected select ""root"".ID as ""pk_0"", ""root"".LEGALNAME as ""legalName"" from firmTable as ""root"" left outer join personTable as ""persontable_0"" on (""root"".ID = ""persontable_0"".FIRMID) left outer join locationTable as ""locationtable_0"" on (""persontable_0"".ID = ""locationtable_0"".PERSONID) where ""locationtable_0"".PLACE = 'lala', got select ""root"".ID as ""pk_0"", ""root"".LEGALNAME as ""legalName"" f"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,tests/query,testViewSimpleExists,tests/query/testView.pure,79,"sql-text: expected select ""root"".ID as ""pk_0"", ""root"".ID as ""id"", ""root"".quantity as ""quantity"", ""root"".orderDate as ""date"", ""root"".settlementDateTime as ""settlementDateTime"" from orderTable as ""root"" left outer join (select distinct ""salespersontable_1"".ACCOUNT_ID from (select ""salespersontable_1"".ACCOUNT_ID as ACCOUNT_ID, ""personfirmview_0"".firm_name as firm_name from salesPersonTable as ""salesp"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testEqualityInFilterOnOptionalProperties,transform/fromPure/tests/testToSQLString.pure,785,"assertEquals: expected select ""root"".FIRSTNAME as ""name"" from personTable as ""root"" left outer join personTable as ""personTable_d#6_d#3_m1_d#2_m1"" on (""root"".MANAGERID = ""personTable_d#6_d#3_m1_d#2_m1"".ID) where ""root"".AGE is not distinct from ""personTable_d#6_d#3_m1_d#2_m1"".AGE, got select ""root"".FIRSTNAME as ""name"" from personTable as ""root"" left outer join personTable as ""persontable_1"" on (""ro"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testEqualityInFilterOnOptionalPropertiesLegacy,transform/fromPure/tests/testToSQLString.pure,794,"assertEquals: expected select ""root"".FIRSTNAME as ""name"" from personTable as ""root"" left outer join personTable as ""personTable_d#6_d#3_m1_d#2_m1"" on (""root"".MANAGERID = ""personTable_d#6_d#3_m1_d#2_m1"".ID) where (""root"".AGE = ""personTable_d#6_d#3_m1_d#2_m1"".AGE or (""root"".AGE is null and ""personTable_d#6_d#3_m1_d#2_m1"".AGE is null)), got select ""root"".FIRSTNAME as ""name"" from personTable as ""root"""
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testIsDistinctSQLGeneration,transform/fromPure/tests/testToSQLString.pure,684,"sql-text: expected select ""root"".LEGALNAME as ""LegalName"", count(distinct(""personTable_d#4_d_m1"".FIRSTNAME)) = count(""personTable_d#4_d_m1"".FIRSTNAME) as ""IsDistinctFirstName"" from firmTable as ""root"" left outer join personTable as ""personTable_d#4_d_m1"" on (""root"".ID = ""personTable_d#4_d_m1"".FIRMID) group by ""LegalName"", got select ""root"".LEGALNAME as ""LegalName"", count(DISTINCT ""persontable_0"".F"
4. SQL-TEXT GOLDEN ONLY (advisory),SHAPE,transform/fromPure/tests,testNonExecutableSQLString,transform/fromPure/tests/testToSQLString.pure,181,"no execute(|...) call [calls meta::relational::extension] — wall: sql-only: 1 advisory golden-SQL assert(s), no row verification"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testNotEqualityForOptionalProperties,transform/fromPure/tests/testToSQLString.pure,803,"assertEquals: expected select ""root"".FIRSTNAME as ""name"", ""root"".AGE is distinct from ""personTable_d#6_d#3_m1_d_m2"".AGE as ""notmatch"" from personTable as ""root"" left outer join personTable as ""personTable_d#6_d#3_m1_d_m2"" on (""root"".MANAGERID = ""personTable_d#6_d#3_m1_d_m2"".ID), got select ""root"".FIRSTNAME as ""name"", ""root"".AGE is distinct from ""persontable_1"".AGE as ""notmatch"" from personTable as"
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testNotEqualityInFilterOnOptionalProperties,transform/fromPure/tests/testToSQLString.pure,815,"assertEquals: expected select ""root"".FIRSTNAME as ""name"" from personTable as ""root"" left outer join personTable as ""personTable_d#7_d#4_m1_d#2_m1"" on (""root"".MANAGERID = ""personTable_d#7_d#4_m1_d#2_m1"".ID) where ""root"".AGE is distinct from ""personTable_d#7_d#4_m1_d#2_m1"".AGE, got select ""root"".FIRSTNAME as ""name"" from personTable as ""root"" left outer join personTable as ""persontable_1"" on (""root""."
4. SQL-TEXT GOLDEN ONLY (advisory),FAIL,transform/fromPure/tests,testNotEqualityInFilterOnOptionalPropertiesLegacy,transform/fromPure/tests/testToSQLString.pure,824,"assertEquals: expected select ""root"".FIRSTNAME as ""name"" from personTable as ""root"" left outer join personTable as ""personTable_d#7_d#4_m1_d#2_m1"" on (""root"".MANAGERID = ""personTable_d#7_d#4_m1_d#2_m1"".ID) where (not (""root"".AGE = ""personTable_d#7_d#4_m1_d#2_m1"".AGE) or (""root"".AGE is null and ""personTable_d#7_d#4_m1_d#2_m1"".AGE is not null) or (""root"".AGE is not null and ""personTable_d#7_d#4_m1_d"
